address,port,vulns,org,country_name,city,ip_str,domains,hostnames
132.73.0.0/16,80,,Ben Gurion University,Israel,Midreshet Ben-Gurion,132.73.84.243,,
132.73.0.0/16,264,,Ben Gurion University,Israel,Beersheba,132.73.143.254,,
132.73.0.0/16,264,,Ben Gurion University,Israel,Midreshet Ben-Gurion,132.73.20.254,,
132.73.0.0/16,443,,Ben Gurion University,Israel,Midreshet Ben-Gurion,132.73.85.254,,
132.73.0.0/16,264,,Ben Gurion University,Israel,Midreshet Ben-Gurion,132.73.2.254,,
132.73.0.0/16,264,,Ben Gurion University,Israel,Midreshet Ben-Gurion,132.73.40.254,,
132.73.0.0/16,264,,Ben Gurion University,Israel,Midreshet Ben-Gurion,132.73.30.254,,
