port,vulns,org,country_name,city,ip_str,domains,hostnames
264,,Ben Gurion University,Israel,Midreshet Ben-Gurion,132.73.40.254,,
264,,Ben Gurion University,Israel,Midreshet Ben-Gurion,132.73.30.254,,
443,,Ben Gurion University,Israel,Midreshet Ben-Gurion,132.73.85.254,,
80,,Ben Gurion University,Israel,Midreshet Ben-Gurion,132.73.85.254,,
264,,Ben Gurion University,Israel,Midreshet Ben-Gurion,132.73.20.254,,
